Season,Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
2015,Dallas Keuchel,HOU,8.379309794,1.978448146,4.23529412,0.659482715,0.23710209,0.05598244,0.18111965,0.215617716,1.017241312,0.2688,0.79365079,64.002492,72.15060268,67.85859605,2.482758457,2.909455834,-0.426697376,2.751952633,2.839080517,Dallas Keuchel,9434,572971
2014,Jake Arrieta,CHC,9.59361671,2.355319072,4.07317073,0.287234033,0.27198697,0.06677524,0.20521173,0.2,0.98936167,0.273869347,0.74172185,69.38570628,60.71480947,73.62999774,2.527659492,2.257784112,0.26987538,2.726469036,2.829452895,Jake Arrieta,4153,453562
2011,Clayton Kershaw,LAD,9.565713869,2.082857052,4.59259259,0.578571403,0.27192982,0.05921053,0.2127193,0.203508772,0.977142815,0.268581081,0.78571429,62.42417653,64.61904852,73.63180835,2.275714187,2.468243453,-0.192529266,2.843920129,2.800881852,Clayton Kershaw,2036,477132
2018,Jacob deGrom,NYM,11.15668203,1.907834101,5.84782609,0.414746544,0.32215569,0.05508982,0.26706587,0.193877551,0.912442396,0.281188119,0.82010582,44.6153121,49.27563156,63.72625288,1.700460829,1.985316368,-0.284855539,2.604018745,2.783694352,Jacob deGrom,10954,594798
2011,Roy Halladay,PHI,8.473608945,1.34807415,6.28571429,0.385164043,0.2357985,0.0375134,0.1982851,0.232662192,1.039942916,0.298192771,0.78111588,61.0892084,56.02469449,70.06237491,2.349500662,2.199423394,0.150077268,2.70757865,2.777406457,Roy Halladay,1303,136880
2013,Félix Hernández,SEA,9.513865758,2.026101041,4.69565217,0.660685122,0.26277372,0.05596107,0.20681265,0.239327296,1.130505653,0.313653137,0.75117371,79.06009093,67.10006851,67.19880657,3.039151562,2.607397628,0.431753934,2.655960434,2.772066358,Felix Hernandez,4772,433587
2015,Jake Arrieta,CHC,9.275108552,1.886462756,4.91666667,0.393013074,0.27126437,0.05517241,0.21609195,0.183823529,0.864628763,0.245614035,0.8,45.02821614,60.56101946,67.50642287,1.768558834,2.347567602,-0.579008767,2.611156891,2.745919552,Jake Arrieta,4153,453562
2014,David Price,- - -,9.821476409,1.377181194,7.13157895,0.906040259,0.26858276,0.03766105,0.23092171,0.238095238,1.07919462,0.305970149,0.72689076,86.78357719,74.70513856,72.99079296,3.261744933,2.777889756,0.483855177,2.758211157,2.718299598,David Price,3184,456034
2018,Max Scherzer,WSN,12.23565011,2.080060519,5.88235294,0.938066509,0.34642032,0.05889145,0.28752887,0.186799502,0.910876175,0.264583333,0.8130531,61.7115751,63.96143335,75.14725457,2.528701023,2.652878682,-0.124177659,3.0642737,2.709519529,Max Scherzer,3137,453286
2017,Corey Kluber,CLE,11.71031155,1.590834777,7.36111111,0.927986953,0.34105534,0.04633205,0.2947233,0.191576087,0.869067147,0.266666667,0.82568807,49.43390574,56.58196148,57.23815728,2.2536826,2.499701854,-0.246019254,2.521766255,2.68195442,Corey Kluber,2429,446372
2018,Justin Verlander,HOU,12.19626081,1.556074655,7.83783784,1.177570009,0.34813926,0.04441777,0.30372149,0.197969543,0.901869095,0.272340426,0.85290482,61.54731135,67.44602972,71.89063039,2.523364306,2.78192693,-0.258562624,3.033602705,2.629900391,Justin Verlander,8700,434378
2015,Max Scherzer,WSN,10.86297279,1.338192301,8.11764706,1.062682121,0.30700779,0.0378198,0.26918799,0.204651163,0.918367265,0.267504488,0.79571106,70.92213964,72.32050378,74.46528197,2.794460393,2.766246844,0.028213549,2.883327975,2.625781344,Max Scherzer,3137,453286
2014,Corey Kluber,CLE,10.27298488,1.947666279,5.2745098,0.534653488,0.28286015,0.05362776,0.22923239,0.231543624,1.094766667,0.315875614,0.78559738,63.03170156,61.90962338,67.96312657,2.444130233,2.347245063,0.09688517,2.566181766,2.612152636,Corey Kluber,2429,446372
2014,Félix Hernández,SEA,9.457627119,1.754237288,5.39130435,0.610169492,0.27192982,0.0504386,0.22149123,0.197444832,0.915254237,0.257956449,0.77039275,58.08175407,68.95529621,66.53310941,2.13559322,2.56021827,-0.42462505,2.511562922,2.500133086,Felix Hernandez,4772,433587
2016,Clayton Kershaw,LAD,10.38926174,0.66442953,15.63636364,0.483221477,0.31617647,0.02022059,0.29595588,0.1826742,0.724832215,0.253561254,0.79959514,42.44137837,44.8528833,55.72062466,1.691275168,1.797567094,-0.106291926,2.284504538,2.413328446,Clayton Kershaw,2036,477132
2015,Clayton Kershaw,LAD,11.64326622,1.624641798,7.16666667,0.580229214,0.33820225,0.04719101,0.29101124,0.193357058,0.881088806,0.280834915,0.78306878,56.95589032,52.63406868,54.20449876,2.127507117,1.990327299,0.137179817,2.090899323,2.234749835,Clayton Kershaw,2036,477132
2014,Clayton Kershaw,LAD,10.8453776,1.406722617,7.70967742,0.40840334,0.31909212,0.04138852,0.2777036,0.194134078,0.857142813,0.277777778,0.81555834,51.06096971,49.40234188,55.84547557,1.769747808,1.811243833,-0.041496025,2.0750737,2.087369798,Clayton Kershaw,2036,477132
